customer_id,name,city,state,signup_date,created_at,updated_at
14567,Customer_14567,Kolkata,MH,2023-04-08,2023-01-17 18:39:04,2023-01-17 18:39:04
14568,Customer_14568,Delhi,MH,2023-11-02,2023-05-29 09:43:48,2023-05-29 09:43:48
14569,Customer_14569,Mumbai,WB,2023-05-18,2023-08-15 13:04:04,2023-08-15 13:04:04
14570,Customer_14570,Chennai,TN,2023-02-25,2023-06-12 06:55:41,2023-06-12 06:55:41
14571,Customer_14571,Chennai,KA,2023-04-14,2023-11-13 23:30:14,2023-11-13 23:30:14
14572,Customer_14572,Kolkata,TN,2023-08-20,2023-08-15 10:59:14,2023-08-15 10:59:14
14573,Customer_14573,Hyderabad,TN,2023-06-21,2023-11-04 18:54:35,2023-11-04 18:54:35
14574,Customer_14574,Pune,DL,2023-01-28,2023-05-28 23:08:07,2023-05-28 23:08:07
14575,Customer_14575,Mumbai,TN,2023-10-20,2023-12-18 17:14:33,2023-12-18 17:14:33
14576,Customer_14576,Pune,DL,2023-10-19,2023-05-16 09:27:44,2023-05-16 09:27:44
14577,Customer_14577,Chennai,TN,2023-04-02,2023-10-09 03:27:06,2023-10-09 03:27:06
14578,Customer_14578,Chennai,WB,2023-07-24,2023-01-01 19:22:15,2023-01-01 19:22:15
14579,Customer_14579,Bangalore,TS,2023-11-09,2023-10-08 08:31:54,2023-10-08 08:31:54
14580,Customer_14580,Bangalore,MH,2023-02-05,2023-05-13 05:11:27,2023-05-13 05:11:27
14581,Customer_14581,Kolkata,KA,2023-05-09,2023-06-03 06:32:33,2023-06-03 06:32:33
14582,Customer_14582,Bangalore,MH,2023-06-20,2023-02-05 23:34:09,2023-02-05 23:34:09
14583,Customer_14583,Bangalore,WB,2023-12-29,2023-01-07 23:16:45,2023-01-07 23:16:45
14584,Customer_14584,Kolkata,MH,2023-12-28,2023-08-20 22:09:01,2023-08-20 22:09:01
14585,Customer_14585,Delhi,KA,2023-07-14,2023-04-01 23:43:25,2023-04-01 23:43:25
14586,Customer_14586,Bangalore,MH,2023-02-01,2023-01-08 01:19:46,2023-01-08 01:19:46
14587,Customer_14587,Delhi,MH,2023-04-29,2023-09-21 07:52:42,2023-09-21 07:52:42
14588,Customer_14588,Delhi,TN,2023-03-11,2023-06-03 16:29:33,2023-06-03 16:29:33
14589,Customer_14589,Hyderabad,MH,2023-11-10,2023-02-02 02:04:21,2023-02-02 02:04:21
14590,Customer_14590,Delhi,KA,2023-07-17,2023-10-26 20:42:04,2023-10-26 20:42:04
14591,Customer_14591,Delhi,TN,2023-12-11,2023-05-28 00:35:15,2023-05-28 00:35:15
14592,Customer_14592,Bangalore,KA,2023-10-11,2023-08-24 17:32:15,2023-08-24 17:32:15
14593,Customer_14593,Delhi,MH,2023-08-19,2023-11-24 08:07:14,2023-11-24 08:07:14
14594,Customer_14594,Pune,KA,2023-07-12,2023-01-02 13:35:17,2023-01-02 13:35:17
14595,Customer_14595,Kolkata,KA,2023-06-17,2023-02-13 20:23:20,2023-02-13 20:23:20
14596,Customer_14596,Bangalore,TN,2023-03-29,2023-07-15 09:45:46,2023-07-15 09:45:46
14597,Customer_14597,Kolkata,DL,2023-04-25,2023-07-14 04:08:02,2023-07-14 04:08:02
14598,Customer_14598,Mumbai,DL,2023-05-18,2023-09-04 15:47:09,2023-09-04 15:47:09
14599,Customer_14599,Bangalore,TS,2023-03-17,2023-10-24 09:30:47,2023-10-24 09:30:47
14600,Customer_14600,Delhi,TN,2023-10-20,2023-11-03 15:11:37,2023-11-03 15:11:37
14601,Customer_14601,Pune,TS,2023-08-15,2023-01-20 19:28:14,2023-01-20 19:28:14
14602,Customer_14602,Kolkata,MH,2023-11-12,2023-12-04 12:56:17,2023-12-04 12:56:17
14603,Customer_14603,Bangalore,DL,2023-04-01,2023-06-02 14:09:55,2023-06-02 14:09:55
14604,Customer_14604,Pune,DL,2023-03-18,2023-02-19 14:40:05,2023-02-19 14:40:05
14605,Customer_14605,Kolkata,DL,2023-12-16,2023-01-08 21:31:00,2023-01-08 21:31:00
14606,Customer_14606,Mumbai,DL,2023-11-19,2023-06-16 14:49:48,2023-06-16 14:49:48
14607,Customer_14607,Chennai,MH,2023-06-29,2023-11-30 00:44:42,2023-11-30 00:44:42
14608,Customer_14608,Mumbai,MH,2023-07-09,2023-09-21 07:08:42,2023-09-21 07:08:42
14609,Customer_14609,Chennai,MH,2023-08-30,2023-10-20 10:34:42,2023-10-20 10:34:42
14610,Customer_14610,Hyderabad,MH,2023-01-29,2023-04-28 16:12:52,2023-04-28 16:12:52
14611,Customer_14611,Chennai,TS,2023-10-13,2023-02-23 23:06:06,2023-02-23 23:06:06
14612,Customer_14612,Hyderabad,DL,2023-05-30,2023-11-16 10:18:13,2023-11-16 10:18:13
14613,Customer_14613,Bangalore,TN,2023-12-03,2023-06-18 09:13:53,2023-06-18 09:13:53
14614,Customer_14614,Hyderabad,TN,2023-11-05,2023-03-25 20:02:37,2023-03-25 20:02:37
14615,Customer_14615,Pune,MH,2023-08-07,2023-02-15 10:05:17,2023-02-15 10:05:17
14616,Customer_14616,Hyderabad,WB,2023-10-05,2023-12-18 16:28:24,2023-12-18 16:28:24
14617,Customer_14617,Pune,WB,2023-11-01,2023-10-09 08:43:27,2023-10-09 08:43:27
14618,Customer_14618,Kolkata,WB,2023-02-15,2023-12-24 19:30:15,2023-12-24 19:30:15
14619,Customer_14619,Kolkata,MH,2023-01-11,2023-03-20 05:18:07,2023-03-20 05:18:07
14620,Customer_14620,Chennai,MH,2023-01-16,2023-06-09 10:44:27,2023-06-09 10:44:27
14621,Customer_14621,Chennai,KA,2023-07-01,2023-02-17 02:15:51,2023-02-17 02:15:51
14622,Customer_14622,Chennai,TS,2023-07-04,2023-09-23 06:55:12,2023-09-23 06:55:12
14623,Customer_14623,Hyderabad,TS,2023-02-05,2023-07-23 09:06:30,2023-07-23 09:06:30
14624,Customer_14624,Chennai,DL,2023-02-20,2023-10-10 06:32:47,2023-10-10 06:32:47
14625,Customer_14625,Hyderabad,DL,2023-05-30,2023-09-26 18:23:07,2023-09-26 18:23:07
14626,Customer_14626,Hyderabad,MH,2023-09-16,2023-01-10 09:57:40,2023-01-10 09:57:40
14627,Customer_14627,Delhi,MH,2023-10-18,2023-11-09 08:48:56,2023-11-09 08:48:56
14628,Customer_14628,Delhi,KA,2023-04-23,2023-05-22 19:58:52,2023-05-22 19:58:52
14629,Customer_14629,Hyderabad,TS,2023-10-21,2023-07-24 12:34:02,2023-07-24 12:34:02
14630,Customer_14630,Kolkata,MH,2023-12-28,2023-10-03 01:51:26,2023-10-03 01:51:26
14631,Customer_14631,Pune,KA,2023-02-24,2023-12-12 03:49:50,2023-12-12 03:49:50
14632,Customer_14632,Bangalore,TN,2023-10-21,2023-07-16 02:03:05,2023-07-16 02:03:05
14633,Customer_14633,Mumbai,MH,2023-08-04,2023-06-23 14:03:23,2023-06-23 14:03:23
14634,Customer_14634,Delhi,DL,2023-06-11,2023-05-30 00:03:53,2023-05-30 00:03:53
14635,Customer_14635,Hyderabad,TN,2023-01-11,2023-10-22 03:17:02,2023-10-22 03:17:02
14636,Customer_14636,Mumbai,TN,2023-07-26,2023-02-14 01:31:37,2023-02-14 01:31:37
14637,Customer_14637,Delhi,TS,2023-09-27,2023-08-10 18:46:36,2023-08-10 18:46:36
14638,Customer_14638,Bangalore,KA,2023-12-03,2023-09-09 00:21:12,2023-09-09 00:21:12
14639,Customer_14639,Pune,WB,2023-01-21,2023-05-17 11:41:48,2023-05-17 11:41:48
14640,Customer_14640,Hyderabad,DL,2023-04-17,2023-01-18 18:21:23,2023-01-18 18:21:23
14641,Customer_14641,Bangalore,TN,2023-04-12,2023-05-31 06:07:31,2023-05-31 06:07:31
14642,Customer_14642,Kolkata,WB,2023-12-08,2023-05-20 01:14:02,2023-05-20 01:14:02
14643,Customer_14643,Delhi,MH,2023-03-01,2023-03-16 19:44:03,2023-03-16 19:44:03
14644,Customer_14644,Hyderabad,MH,2023-02-03,2023-09-14 05:02:21,2023-09-14 05:02:21
14645,Customer_14645,Mumbai,DL,2023-03-06,2023-07-12 17:17:10,2023-07-12 17:17:10
14646,Customer_14646,Kolkata,KA,2023-08-03,2023-09-18 13:43:46,2023-09-18 13:43:46
14647,Customer_14647,Kolkata,KA,2023-09-17,2023-10-10 23:39:53,2023-10-10 23:39:53
14648,Customer_14648,Chennai,TS,2023-12-27,2023-02-25 10:13:53,2023-02-25 10:13:53
14649,Customer_14649,Pune,DL,2023-08-23,2023-07-29 22:06:32,2023-07-29 22:06:32
14650,Customer_14650,Kolkata,MH,2023-11-08,2023-08-27 06:37:38,2023-08-27 06:37:38
14651,Customer_14651,Delhi,DL,2023-03-11,2023-11-13 00:36:44,2023-11-13 00:36:44
14652,Customer_14652,Pune,MH,2023-12-02,2023-10-02 06:21:44,2023-10-02 06:21:44
14653,Customer_14653,Hyderabad,KA,2023-01-10,2023-08-10 09:16:35,2023-08-10 09:16:35
14654,Customer_14654,Chennai,TN,2023-10-18,2023-10-24 06:06:40,2023-10-24 06:06:40
14655,Customer_14655,Bangalore,MH,2023-08-04,2023-09-18 21:12:19,2023-09-18 21:12:19
14656,Customer_14656,Pune,MH,2023-09-09,2023-07-15 17:39:20,2023-07-15 17:39:20
14657,Customer_14657,Mumbai,KA,2023-11-28,2023-07-16 06:13:24,2023-07-16 06:13:24
14658,Customer_14658,Delhi,MH,2023-07-10,2023-01-18 04:42:04,2023-01-18 04:42:04
14659,Customer_14659,Mumbai,MH,2023-04-07,2023-06-18 05:20:28,2023-06-18 05:20:28
14660,Customer_14660,Pune,MH,2023-08-07,2023-08-17 22:11:54,2023-08-17 22:11:54
14661,Customer_14661,Chennai,TS,2023-07-21,2023-06-30 10:06:32,2023-06-30 10:06:32
14662,Customer_14662,Bangalore,MH,2023-08-05,2023-01-28 18:21:42,2023-01-28 18:21:42
14663,Customer_14663,Bangalore,MH,2023-10-15,2023-01-16 07:27:57,2023-01-16 07:27:57
14664,Customer_14664,Mumbai,MH,2023-04-16,2023-07-28 17:26:43,2023-07-28 17:26:43
14665,Customer_14665,Hyderabad,MH,2023-02-25,2023-02-27 05:33:25,2023-02-27 05:33:25
14666,Customer_14666,Hyderabad,MH,2023-06-03,2023-06-04 10:45:15,2023-06-04 10:45:15
14667,Customer_14667,Chennai,KA,2023-03-09,2023-02-04 14:56:42,2023-02-04 14:56:42
14668,Customer_14668,Bangalore,TS,2023-07-20,2023-06-14 16:12:02,2023-06-14 16:12:02
14669,Customer_14669,Mumbai,KA,2023-03-31,2023-02-17 20:10:27,2023-02-17 20:10:27
14670,Customer_14670,Mumbai,TS,2023-01-11,2023-05-06 08:30:14,2023-05-06 08:30:14
14671,Customer_14671,Mumbai,TS,2023-04-12,2023-02-03 08:06:21,2023-02-03 08:06:21
14672,Customer_14672,Pune,DL,2023-10-15,2023-07-12 18:23:12,2023-07-12 18:23:12
14673,Customer_14673,Chennai,TN,2023-07-06,2023-06-04 05:09:14,2023-06-04 05:09:14
14674,Customer_14674,Hyderabad,DL,2023-08-19,2023-04-30 16:28:52,2023-04-30 16:28:52
14675,Customer_14675,Hyderabad,DL,2023-05-17,2023-08-04 13:17:42,2023-08-04 13:17:42
14676,Customer_14676,Pune,TS,2023-01-11,2023-10-23 05:04:29,2023-10-23 05:04:29
14677,Customer_14677,Delhi,TS,2023-12-09,2023-12-04 05:40:13,2023-12-04 05:40:13
14678,Customer_14678,Pune,KA,2023-12-18,2023-11-21 10:47:00,2023-11-21 10:47:00
14679,Customer_14679,Chennai,TS,2023-09-24,2023-04-17 03:51:01,2023-04-17 03:51:01
14680,Customer_14680,Mumbai,WB,2023-02-26,2023-07-10 08:19:56,2023-07-10 08:19:56
14681,Customer_14681,Pune,MH,2023-02-19,2023-06-22 10:38:46,2023-06-22 10:38:46
14682,Customer_14682,Mumbai,MH,2023-03-14,2023-01-07 06:02:03,2023-01-07 06:02:03
14683,Customer_14683,Chennai,TS,2023-12-03,2023-10-01 03:47:48,2023-10-01 03:47:48
14684,Customer_14684,Kolkata,MH,2023-02-22,2023-02-01 03:33:47,2023-02-01 03:33:47
14685,Customer_14685,Chennai,TS,2023-03-30,2023-11-17 04:35:36,2023-11-17 04:35:36
14686,Customer_14686,Bangalore,WB,2023-09-09,2023-04-20 21:09:29,2023-04-20 21:09:29
14687,Customer_14687,Mumbai,DL,2023-07-27,2023-07-10 18:22:10,2023-07-10 18:22:10
14688,Customer_14688,Hyderabad,TS,2023-04-20,2023-01-10 10:33:39,2023-01-10 10:33:39
14689,Customer_14689,Pune,DL,2023-08-13,2023-09-11 03:50:42,2023-09-11 03:50:42
14690,Customer_14690,Kolkata,WB,2023-06-20,2023-01-09 04:20:33,2023-01-09 04:20:33
14691,Customer_14691,Chennai,MH,2023-10-22,2023-11-07 23:20:29,2023-11-07 23:20:29
14692,Customer_14692,Mumbai,MH,2023-02-11,2023-04-02 18:55:56,2023-04-02 18:55:56
14693,Customer_14693,Kolkata,WB,2023-07-23,2023-05-06 22:01:47,2023-05-06 22:01:47
14694,Customer_14694,Delhi,MH,2023-06-02,2023-11-07 22:40:54,2023-11-07 22:40:54
14695,Customer_14695,Bangalore,MH,2023-03-19,2023-12-13 14:48:52,2023-12-13 14:48:52
14696,Customer_14696,Delhi,WB,2023-08-10,2023-10-09 06:11:03,2023-10-09 06:11:03
14697,Customer_14697,Chennai,WB,2023-09-23,2023-12-12 06:54:55,2023-12-12 06:54:55
14698,Customer_14698,Delhi,TN,2023-08-04,2023-01-22 07:14:37,2023-01-22 07:14:37
14699,Customer_14699,Delhi,TN,2023-06-11,2023-04-12 01:42:15,2023-04-12 01:42:15
14700,Customer_14700,Bangalore,TN,2023-03-17,2023-01-07 10:35:51,2023-01-07 10:35:51
14701,Customer_14701,Bangalore,MH,2023-01-26,2023-07-15 05:55:50,2023-07-15 05:55:50
14702,Customer_14702,Bangalore,WB,2023-02-04,2023-04-10 18:34:18,2023-04-10 18:34:18
14703,Customer_14703,Kolkata,TN,2023-03-18,2023-06-16 09:40:32,2023-06-16 09:40:32
14704,Customer_14704,Bangalore,TS,2023-07-30,2023-06-14 09:37:21,2023-06-14 09:37:21
14705,Customer_14705,Delhi,TN,2023-11-08,2023-02-06 03:03:05,2023-02-06 03:03:05
14706,Customer_14706,Hyderabad,MH,2023-02-17,2023-03-28 07:54:15,2023-03-28 07:54:15
14707,Customer_14707,Hyderabad,WB,2023-01-23,2023-08-09 08:30:06,2023-08-09 08:30:06
14708,Customer_14708,Bangalore,MH,2023-03-06,2023-06-30 15:01:39,2023-06-30 15:01:39
14709,Customer_14709,Kolkata,KA,2023-01-08,2023-08-26 12:57:18,2023-08-26 12:57:18
14710,Customer_14710,Pune,MH,2023-08-19,2023-06-20 17:45:02,2023-06-20 17:45:02
14711,Customer_14711,Mumbai,KA,2023-08-14,2023-07-16 01:27:53,2023-07-16 01:27:53
14712,Customer_14712,Chennai,TS,2023-05-21,2023-04-07 15:48:09,2023-04-07 15:48:09
14713,Customer_14713,Kolkata,WB,2023-08-24,2023-12-26 00:10:51,2023-12-26 00:10:51
14714,Customer_14714,Pune,MH,2023-06-26,2023-04-09 22:24:41,2023-04-09 22:24:41
14715,Customer_14715,Chennai,MH,2023-09-12,2023-11-29 16:35:39,2023-11-29 16:35:39
14716,Customer_14716,Pune,TS,2023-04-15,2023-08-03 09:28:54,2023-08-03 09:28:54
14717,Customer_14717,Pune,MH,2023-05-18,2023-11-01 05:07:58,2023-11-01 05:07:58
14718,Customer_14718,Hyderabad,TS,2023-05-11,2023-02-03 01:59:31,2023-02-03 01:59:31
14719,Customer_14719,Mumbai,WB,2023-01-28,2023-06-23 09:54:11,2023-06-23 09:54:11
14720,Customer_14720,Pune,WB,2023-01-27,2023-08-07 04:24:31,2023-08-07 04:24:31
14721,Customer_14721,Bangalore,KA,2023-12-07,2023-02-07 17:32:23,2023-02-07 17:32:23
14722,Customer_14722,Chennai,TS,2023-01-11,2023-04-29 00:02:57,2023-04-29 00:02:57
14723,Customer_14723,Kolkata,WB,2023-08-04,2023-04-24 02:47:53,2023-04-24 02:47:53
14724,Customer_14724,Hyderabad,MH,2023-01-12,2023-05-17 01:23:44,2023-05-17 01:23:44
14725,Customer_14725,Chennai,MH,2023-01-07,2023-03-03 03:00:03,2023-03-03 03:00:03
14726,Customer_14726,Bangalore,KA,2023-06-19,2023-02-27 08:10:35,2023-02-27 08:10:35
14727,Customer_14727,Bangalore,TS,2023-12-18,2023-07-08 23:19:30,2023-07-08 23:19:30
14728,Customer_14728,Pune,DL,2023-11-13,2023-12-03 17:26:59,2023-12-03 17:26:59
14729,Customer_14729,Bangalore,KA,2023-03-05,2023-05-01 08:57:37,2023-05-01 08:57:37
14730,Customer_14730,Mumbai,KA,2023-10-11,2023-10-05 00:40:35,2023-10-05 00:40:35
14731,Customer_14731,Bangalore,MH,2023-12-15,2023-07-23 06:16:24,2023-07-23 06:16:24
14732,Customer_14732,Pune,MH,2023-12-13,2023-07-28 16:52:12,2023-07-28 16:52:12
14733,Customer_14733,Chennai,TS,2023-06-29,2023-10-25 05:53:40,2023-10-25 05:53:40
14734,Customer_14734,Bangalore,DL,2023-04-16,2023-01-26 09:34:02,2023-01-26 09:34:02
14735,Customer_14735,Hyderabad,KA,2023-05-30,2023-03-31 08:46:26,2023-03-31 08:46:26
14736,Customer_14736,Kolkata,TS,2023-09-23,2023-10-16 10:07:29,2023-10-16 10:07:29
14737,Customer_14737,Hyderabad,TN,2023-05-15,2023-01-23 07:51:48,2023-01-23 07:51:48
14738,Customer_14738,Hyderabad,DL,2023-07-10,2023-02-17 04:45:48,2023-02-17 04:45:48
14739,Customer_14739,Chennai,TS,2023-08-30,2023-05-31 01:27:22,2023-05-31 01:27:22
14740,Customer_14740,Delhi,KA,2023-03-28,2023-01-27 21:42:01,2023-01-27 21:42:01
14741,Customer_14741,Kolkata,TS,2023-07-14,2023-09-27 17:55:26,2023-09-27 17:55:26
14742,Customer_14742,Hyderabad,MH,2023-03-29,2023-12-29 12:28:12,2023-12-29 12:28:12
14743,Customer_14743,Hyderabad,MH,2023-12-27,2023-09-16 23:20:51,2023-09-16 23:20:51
14744,Customer_14744,Delhi,MH,2023-04-26,2023-06-05 02:56:02,2023-06-05 02:56:02
14745,Customer_14745,Chennai,DL,2023-11-28,2023-04-01 07:10:56,2023-04-01 07:10:56
14746,Customer_14746,Kolkata,TN,2023-10-04,2023-12-31 17:53:54,2023-12-31 17:53:54
14747,Customer_14747,Hyderabad,KA,2023-09-30,2023-06-18 08:32:40,2023-06-18 08:32:40
14748,Customer_14748,Pune,DL,2023-12-22,2023-08-20 08:03:58,2023-08-20 08:03:58
14749,Customer_14749,Chennai,MH,2023-01-09,2023-11-06 00:07:23,2023-11-06 00:07:23
14750,Customer_14750,Kolkata,TN,2023-08-30,2023-01-05 18:25:22,2023-01-05 18:25:22
14751,Customer_14751,Hyderabad,KA,2023-08-02,2023-10-22 15:21:51,2023-10-22 15:21:51
14752,Customer_14752,Hyderabad,MH,2023-08-12,2023-05-19 06:13:54,2023-05-19 06:13:54
14753,Customer_14753,Delhi,MH,2023-07-06,2023-10-26 03:42:19,2023-10-26 03:42:19
14754,Customer_14754,Kolkata,MH,2023-11-21,2023-01-24 00:02:01,2023-01-24 00:02:01
14755,Customer_14755,Pune,TN,2023-05-02,2023-08-11 09:39:36,2023-08-11 09:39:36
14756,Customer_14756,Chennai,DL,2023-07-15,2023-05-25 11:45:51,2023-05-25 11:45:51
14757,Customer_14757,Bangalore,WB,2023-07-08,2023-08-01 18:30:49,2023-08-01 18:30:49
14758,Customer_14758,Mumbai,TS,2023-09-18,2023-02-06 21:35:36,2023-02-06 21:35:36
14759,Customer_14759,Pune,WB,2023-01-07,2023-09-03 18:24:04,2023-09-03 18:24:04
14760,Customer_14760,Bangalore,DL,2023-12-25,2023-01-06 17:34:53,2023-01-06 17:34:53
14761,Customer_14761,Pune,MH,2023-06-06,2023-01-16 02:51:56,2023-01-16 02:51:56
14762,Customer_14762,Kolkata,DL,2023-01-28,2023-06-09 06:52:49,2023-06-09 06:52:49
14763,Customer_14763,Bangalore,TS,2023-11-09,2023-08-20 13:28:24,2023-08-20 13:28:24
14764,Customer_14764,Kolkata,MH,2023-11-15,2023-07-17 19:49:07,2023-07-17 19:49:07
14765,Customer_14765,Bangalore,KA,2023-07-30,2023-08-02 20:16:26,2023-08-02 20:16:26
14766,Customer_14766,Pune,MH,2023-02-18,2023-07-22 00:15:52,2023-07-22 00:15:52
14767,Customer_14767,Delhi,DL,2023-09-25,2023-12-23 08:07:31,2023-12-23 08:07:31
14768,Customer_14768,Pune,MH,2023-06-22,2023-07-19 04:28:46,2023-07-19 04:28:46
14769,Customer_14769,Kolkata,KA,2023-12-24,2023-12-25 09:08:14,2023-12-25 09:08:14
14770,Customer_14770,Pune,DL,2023-07-30,2023-07-29 17:56:15,2023-07-29 17:56:15
14771,Customer_14771,Bangalore,MH,2023-10-28,2023-02-28 10:24:57,2023-02-28 10:24:57
14772,Customer_14772,Mumbai,KA,2023-03-06,2023-11-16 12:04:12,2023-11-16 12:04:12
14773,Customer_14773,Bangalore,TS,2023-06-12,2023-10-20 11:48:01,2023-10-20 11:48:01
14774,Customer_14774,Hyderabad,TS,2023-04-21,2023-08-18 00:34:02,2023-08-18 00:34:02
14775,Customer_14775,Pune,MH,2023-06-08,2023-08-05 04:35:14,2023-08-05 04:35:14
14776,Customer_14776,Chennai,TS,2023-09-03,2023-06-28 16:50:00,2023-06-28 16:50:00
14777,Customer_14777,Pune,DL,2023-10-19,2023-08-22 08:05:16,2023-08-22 08:05:16
14778,Customer_14778,Delhi,TS,2023-04-09,2023-07-07 18:54:12,2023-07-07 18:54:12
14779,Customer_14779,Kolkata,MH,2023-07-08,2023-03-20 04:41:44,2023-03-20 04:41:44
14780,Customer_14780,Chennai,TN,2023-01-12,2023-06-17 05:20:42,2023-06-17 05:20:42
14781,Customer_14781,Bangalore,DL,2023-09-04,2023-03-05 10:08:42,2023-03-05 10:08:42
14782,Customer_14782,Delhi,TN,2023-07-29,2023-12-29 16:28:06,2023-12-29 16:28:06
14783,Customer_14783,Pune,MH,2023-08-08,2023-04-17 07:50:45,2023-04-17 07:50:45
14784,Customer_14784,Bangalore,MH,2023-09-26,2023-07-10 07:55:56,2023-07-10 07:55:56
14785,Customer_14785,Bangalore,WB,2023-02-09,2023-11-05 01:57:39,2023-11-05 01:57:39
14786,Customer_14786,Hyderabad,TS,2023-03-14,2023-06-20 17:11:50,2023-06-20 17:11:50
14787,Customer_14787,Hyderabad,TS,2023-12-25,2023-02-20 21:18:09,2023-02-20 21:18:09
14788,Customer_14788,Mumbai,MH,2023-02-25,2023-07-06 05:30:29,2023-07-06 05:30:29
14789,Customer_14789,Hyderabad,DL,2023-11-14,2023-01-19 02:15:17,2023-01-19 02:15:17
14790,Customer_14790,Kolkata,KA,2023-02-26,2023-06-12 04:40:48,2023-06-12 04:40:48
14791,Customer_14791,Chennai,MH,2023-05-23,2023-07-21 21:37:16,2023-07-21 21:37:16
14792,Customer_14792,Bangalore,WB,2023-12-15,2023-11-30 01:45:56,2023-11-30 01:45:56
14793,Customer_14793,Hyderabad,MH,2023-02-23,2023-08-09 08:33:39,2023-08-09 08:33:39
14794,Customer_14794,Mumbai,DL,2023-05-24,2023-07-16 21:43:27,2023-07-16 21:43:27
14795,Customer_14795,Pune,KA,2023-07-31,2023-05-27 15:00:55,2023-05-27 15:00:55
14796,Customer_14796,Chennai,WB,2023-08-20,2023-04-20 23:44:45,2023-04-20 23:44:45
14797,Customer_14797,Hyderabad,WB,2023-03-21,2023-11-16 20:53:23,2023-11-16 20:53:23
14798,Customer_14798,Bangalore,KA,2023-07-27,2023-08-11 07:56:52,2023-08-11 07:56:52
14799,Customer_14799,Pune,WB,2023-05-07,2023-08-08 12:29:41,2023-08-08 12:29:41
14800,Customer_14800,Kolkata,DL,2023-07-02,2023-11-28 07:28:57,2023-11-28 07:28:57
14801,Customer_14801,Bangalore,MH,2023-05-03,2023-12-28 15:30:26,2023-12-28 15:30:26
14802,Customer_14802,Pune,KA,2023-06-27,2023-07-10 11:38:04,2023-07-10 11:38:04
14803,Customer_14803,Kolkata,MH,2023-08-29,2023-08-24 11:48:49,2023-08-24 11:48:49
14804,Customer_14804,Kolkata,TN,2023-04-26,2023-05-08 22:00:36,2023-05-08 22:00:36
14805,Customer_14805,Chennai,DL,2023-11-23,2023-02-22 05:22:00,2023-02-22 05:22:00
14806,Customer_14806,Bangalore,TS,2023-08-18,2023-04-10 10:46:23,2023-04-10 10:46:23
14807,Customer_14807,Hyderabad,TN,2023-12-14,2023-07-09 21:21:18,2023-07-09 21:21:18
14808,Customer_14808,Hyderabad,MH,2023-06-05,2023-01-19 06:17:19,2023-01-19 06:17:19
14809,Customer_14809,Mumbai,WB,2023-06-09,2023-04-04 04:53:50,2023-04-04 04:53:50
14810,Customer_14810,Pune,DL,2023-03-29,2023-05-16 01:39:38,2023-05-16 01:39:38
14811,Customer_14811,Mumbai,MH,2023-01-08,2023-06-08 15:07:20,2023-06-08 15:07:20
14812,Customer_14812,Delhi,TN,2023-10-27,2023-04-07 13:31:03,2023-04-07 13:31:03
14813,Customer_14813,Hyderabad,TN,2023-04-06,2023-08-28 05:49:08,2023-08-28 05:49:08
14814,Customer_14814,Pune,KA,2023-01-28,2023-01-02 08:01:20,2023-01-02 08:01:20
14815,Customer_14815,Chennai,MH,2023-05-04,2023-09-22 16:04:54,2023-09-22 16:04:54
14816,Customer_14816,Mumbai,MH,2023-07-14,2023-08-18 17:22:40,2023-08-18 17:22:40
14817,Customer_14817,Chennai,DL,2023-05-15,2023-12-25 14:36:36,2023-12-25 14:36:36
14818,Customer_14818,Chennai,DL,2023-05-14,2023-05-10 16:30:04,2023-05-10 16:30:04
14819,Customer_14819,Chennai,MH,2023-02-14,2023-06-03 20:49:02,2023-06-03 20:49:02
14820,Customer_14820,Mumbai,WB,2023-01-14,2023-04-08 12:21:57,2023-04-08 12:21:57
14821,Customer_14821,Delhi,WB,2023-06-22,2023-08-02 09:44:26,2023-08-02 09:44:26
14822,Customer_14822,Kolkata,TS,2023-07-06,2023-05-21 06:21:15,2023-05-21 06:21:15
14823,Customer_14823,Kolkata,DL,2023-03-24,2023-07-03 01:32:23,2023-07-03 01:32:23
14824,Customer_14824,Mumbai,TN,2023-06-23,2023-06-30 11:24:36,2023-06-30 11:24:36
14825,Customer_14825,Kolkata,DL,2023-11-11,2023-07-29 05:19:03,2023-07-29 05:19:03
14826,Customer_14826,Bangalore,DL,2023-12-11,2023-05-04 10:06:44,2023-05-04 10:06:44
14827,Customer_14827,Kolkata,WB,2023-10-20,2023-07-19 13:47:11,2023-07-19 13:47:11
14828,Customer_14828,Hyderabad,MH,2023-03-23,2023-10-21 13:04:00,2023-10-21 13:04:00
14829,Customer_14829,Mumbai,KA,2023-03-06,2023-10-28 12:29:34,2023-10-28 12:29:34
14830,Customer_14830,Kolkata,TS,2023-12-19,2023-02-11 12:08:01,2023-02-11 12:08:01
14831,Customer_14831,Mumbai,MH,2023-02-10,2023-10-28 14:21:55,2023-10-28 14:21:55
14832,Customer_14832,Delhi,DL,2023-12-05,2023-09-01 05:40:47,2023-09-01 05:40:47
14833,Customer_14833,Bangalore,KA,2023-04-07,2023-01-01 18:02:27,2023-01-01 18:02:27
14834,Customer_14834,Mumbai,DL,2023-09-28,2023-10-18 12:04:15,2023-10-18 12:04:15
14835,Customer_14835,Hyderabad,MH,2023-08-25,2023-07-03 17:10:49,2023-07-03 17:10:49
14836,Customer_14836,Kolkata,MH,2023-12-09,2023-05-22 07:19:04,2023-05-22 07:19:04
