product_id,product_name,category,price,created_at,updated_at,processed_at
1329,Product_1329,FURNITURE,58419.00,2023-11-24 23:38:59,2023-11-24 23:38:59,2026-04-03 04:33:52.517342
1330,Product_1330,FURNITURE,83500.00,2023-10-01 17:41:33,2023-10-01 17:41:33,2026-04-03 04:33:52.517342
1331,Product_1331,ELECTRONICS,70904.00,2023-07-21 20:11:30,2023-07-21 20:11:30,2026-04-03 04:33:52.517342
1332,Product_1332,APPLIANCES,59068.00,2023-10-05 04:31:45,2023-10-05 04:31:45,2026-04-03 04:33:52.517342
1333,Product_1333,FURNITURE,13374.00,2023-06-05 04:57:13,2023-06-05 04:57:13,2026-04-03 04:33:52.517342
1334,Product_1334,APPLIANCES,24525.00,2023-09-28 08:20:06,2023-09-28 08:20:06,2026-04-03 04:33:52.517342
1335,Product_1335,FURNITURE,95017.00,2023-10-13 14:48:52,2023-10-13 14:48:52,2026-04-03 04:33:52.517342
1336,Product_1336,CLOTHING,7447.00,2023-03-12 06:17:32,2023-03-12 06:17:32,2026-04-03 04:33:52.517342
1337,Product_1337,ELECTRONICS,9613.00,2023-09-30 14:44:33,2023-09-30 14:44:33,2026-04-03 04:33:52.517342
1338,Product_1338,FURNITURE,14445.00,2023-11-16 02:50:44,2023-11-16 02:50:44,2026-04-03 04:33:52.517342
1339,Product_1339,CLOTHING,27532.00,2023-12-25 10:56:59,2023-12-25 10:56:59,2026-04-03 04:33:52.517342
1340,Product_1340,FURNITURE,63607.00,2023-02-14 02:37:30,2023-02-14 02:37:30,2026-04-03 04:33:52.517342
1341,Product_1341,CLOTHING,45356.00,2023-03-31 08:24:52,2023-03-31 08:24:52,2026-04-03 04:33:52.517342
1342,Product_1342,FURNITURE,68970.00,2023-09-02 04:05:52,2023-09-02 04:05:52,2026-04-03 04:33:52.517342
1343,Product_1343,CLOTHING,1304.00,2023-08-12 20:16:58,2023-08-12 20:16:58,2026-04-03 04:33:52.517342
1344,Product_1344,FURNITURE,12280.00,2023-11-19 05:16:10,2023-11-19 05:16:10,2026-04-03 04:33:52.517342
1345,Product_1345,FURNITURE,76664.00,2023-05-19 20:24:52,2023-05-19 20:24:52,2026-04-03 04:33:52.517342
1346,Product_1346,FURNITURE,29879.00,2023-09-19 16:51:16,2023-09-19 16:51:16,2026-04-03 04:33:52.517342
1347,Product_1347,APPLIANCES,24940.00,2023-11-20 14:38:04,2023-11-20 14:38:04,2026-04-03 04:33:52.517342
1348,Product_1348,ELECTRONICS,66403.00,2023-06-18 10:07:33,2023-06-18 10:07:33,2026-04-03 04:33:52.517342
1349,Product_1349,APPLIANCES,96034.00,2023-11-20 08:43:15,2023-11-20 08:43:15,2026-04-03 04:33:52.517342
1350,Product_1350,APPLIANCES,8868.00,2023-07-20 09:56:25,2023-07-20 09:56:25,2026-04-03 04:33:52.517342
1351,Product_1351,APPLIANCES,77211.00,2023-10-16 06:07:45,2023-10-16 06:07:45,2026-04-03 04:33:52.517342
1352,Product_1352,FURNITURE,7479.00,2023-03-20 07:31:19,2023-03-20 07:31:19,2026-04-03 04:33:52.517342
1353,Product_1353,FURNITURE,39960.00,2023-12-22 12:33:17,2023-12-22 12:33:17,2026-04-03 04:33:52.517342
1354,Product_1354,ELECTRONICS,61238.00,2023-02-01 15:52:46,2023-02-01 15:52:46,2026-04-03 04:33:52.517342
1355,Product_1355,APPLIANCES,66157.00,2023-10-14 09:52:41,2023-10-14 09:52:41,2026-04-03 04:33:52.517342
1356,Product_1356,APPLIANCES,46096.00,2023-10-19 05:15:33,2023-10-19 05:15:33,2026-04-03 04:33:52.517342
1357,Product_1357,CLOTHING,87088.00,2023-06-03 16:33:56,2023-06-03 16:33:56,2026-04-03 04:33:52.517342
1358,Product_1358,APPLIANCES,59564.00,2023-06-04 00:14:20,2023-06-04 00:14:20,2026-04-03 04:33:52.517342
1359,Product_1359,APPLIANCES,1926.00,2023-04-28 07:25:51,2023-04-28 07:25:51,2026-04-03 04:33:52.517342
1360,Product_1360,ELECTRONICS,33518.00,2023-03-23 08:00:49,2023-03-23 08:00:49,2026-04-03 04:33:52.517342
1361,Product_1361,CLOTHING,28904.00,2023-09-04 14:36:17,2023-09-04 14:36:17,2026-04-03 04:33:52.517342
1362,Product_1362,CLOTHING,69973.00,2023-10-07 22:02:27,2023-10-07 22:02:27,2026-04-03 04:33:52.517342
1363,Product_1363,CLOTHING,51904.00,2023-02-05 16:05:34,2023-02-05 16:05:34,2026-04-03 04:33:52.517342
1364,Product_1364,CLOTHING,17313.00,2023-09-18 02:00:30,2023-09-18 02:00:30,2026-04-03 04:33:52.517342
1365,Product_1365,APPLIANCES,17310.00,2023-07-29 20:17:17,2023-07-29 20:17:17,2026-04-03 04:33:52.517342
1366,Product_1366,ELECTRONICS,16574.00,2023-11-09 12:52:09,2023-11-09 12:52:09,2026-04-03 04:33:52.517342
1367,Product_1367,APPLIANCES,36064.00,2023-10-16 16:40:12,2023-10-16 16:40:12,2026-04-03 04:33:52.517342
1368,Product_1368,APPLIANCES,48094.00,2023-04-21 06:06:38,2023-04-21 06:06:38,2026-04-03 04:33:52.517342
1369,Product_1369,APPLIANCES,67727.00,2023-11-14 17:33:52,2023-11-14 17:33:52,2026-04-03 04:33:52.517342
1370,Product_1370,CLOTHING,33918.00,2023-04-13 19:22:21,2023-04-13 19:22:21,2026-04-03 04:33:52.517342
1371,Product_1371,ELECTRONICS,60853.00,2023-12-31 23:59:20,2023-12-31 23:59:20,2026-04-03 04:33:52.517342
1372,Product_1372,ELECTRONICS,79034.00,2023-06-20 08:11:26,2023-06-20 08:11:26,2026-04-03 04:33:52.517342
1373,Product_1373,ELECTRONICS,92181.00,2023-06-30 17:57:07,2023-06-30 17:57:07,2026-04-03 04:33:52.517342
1374,Product_1374,FURNITURE,80442.00,2023-06-04 09:27:56,2023-06-04 09:27:56,2026-04-03 04:33:52.517342
1375,Product_1375,CLOTHING,99486.00,2023-03-29 05:39:33,2023-03-29 05:39:33,2026-04-03 04:33:52.517342
1376,Product_1376,FURNITURE,44131.00,2023-10-15 14:28:31,2023-10-15 14:28:31,2026-04-03 04:33:52.517342
1377,Product_1377,APPLIANCES,94844.00,2023-03-25 15:29:40,2023-03-25 15:29:40,2026-04-03 04:33:52.517342
1378,Product_1378,ELECTRONICS,89785.00,2023-10-17 16:50:07,2023-10-17 16:50:07,2026-04-03 04:33:52.517342
1379,Product_1379,CLOTHING,47851.00,2023-03-18 23:33:24,2023-03-18 23:33:24,2026-04-03 04:33:52.517342
1380,Product_1380,ELECTRONICS,55545.00,2023-04-27 00:28:23,2023-04-27 00:28:23,2026-04-03 04:33:52.517342
1381,Product_1381,APPLIANCES,22085.00,2023-12-15 01:16:28,2023-12-15 01:16:28,2026-04-03 04:33:52.517342
1382,Product_1382,FURNITURE,85704.00,2023-05-20 00:29:38,2023-05-20 00:29:38,2026-04-03 04:33:52.517342
1383,Product_1383,ELECTRONICS,51927.00,2023-07-16 05:06:54,2023-07-16 05:06:54,2026-04-03 04:33:52.517342
1384,Product_1384,CLOTHING,25579.00,2023-03-09 18:24:30,2023-03-09 18:24:30,2026-04-03 04:33:52.517342
1385,Product_1385,APPLIANCES,47509.00,2023-02-09 21:26:04,2023-02-09 21:26:04,2026-04-03 04:33:52.517342
1386,Product_1386,FURNITURE,36987.00,2023-02-12 11:29:23,2023-02-12 11:29:23,2026-04-03 04:33:52.517342
1387,Product_1387,FURNITURE,31791.00,2023-01-24 19:23:05,2023-01-24 19:23:05,2026-04-03 04:33:52.517342
1388,Product_1388,ELECTRONICS,73971.00,2023-02-13 13:10:01,2023-02-13 13:10:01,2026-04-03 04:33:52.517342
1389,Product_1389,FURNITURE,65415.00,2023-03-17 09:54:40,2023-03-17 09:54:40,2026-04-03 04:33:52.517342
1390,Product_1390,APPLIANCES,60152.00,2023-07-28 17:57:24,2023-07-28 17:57:24,2026-04-03 04:33:52.517342
1391,Product_1391,CLOTHING,27592.00,2023-11-05 23:06:42,2023-11-05 23:06:42,2026-04-03 04:33:52.517342
1392,Product_1392,ELECTRONICS,51921.00,2023-04-01 13:35:57,2023-04-01 13:35:57,2026-04-03 04:33:52.517342
1393,Product_1393,ELECTRONICS,95061.00,2023-07-07 04:00:21,2023-07-07 04:00:21,2026-04-03 04:33:52.517342
1394,Product_1394,ELECTRONICS,19063.00,2023-12-20 22:39:14,2023-12-20 22:39:14,2026-04-03 04:33:52.517342
1395,Product_1395,ELECTRONICS,12024.00,2023-04-27 04:21:53,2023-04-27 04:21:53,2026-04-03 04:33:52.517342
1396,Product_1396,APPLIANCES,52861.00,2023-07-16 21:07:22,2023-07-16 21:07:22,2026-04-03 04:33:52.517342
1397,Product_1397,APPLIANCES,31550.00,2023-01-27 04:30:15,2023-01-27 04:30:15,2026-04-03 04:33:52.517342
1398,Product_1398,APPLIANCES,84339.00,2023-09-01 22:02:52,2023-09-01 22:02:52,2026-04-03 04:33:52.517342
1399,Product_1399,FURNITURE,25239.00,2023-04-18 03:46:50,2023-04-18 03:46:50,2026-04-03 04:33:52.517342
1400,Product_1400,CLOTHING,40453.00,2023-07-19 10:16:38,2023-07-19 10:16:38,2026-04-03 04:33:52.517342
1401,Product_1401,CLOTHING,99862.00,2023-07-13 00:55:27,2023-07-13 00:55:27,2026-04-03 04:33:52.517342
1402,Product_1402,APPLIANCES,65987.00,2023-07-03 06:53:50,2023-07-03 06:53:50,2026-04-03 04:33:52.517342
1403,Product_1403,APPLIANCES,8485.00,2023-10-28 19:42:52,2023-10-28 19:42:52,2026-04-03 04:33:52.517342
1404,Product_1404,APPLIANCES,34874.00,2023-07-17 12:40:50,2023-07-17 12:40:50,2026-04-03 04:33:52.517342
1405,Product_1405,ELECTRONICS,27650.00,2023-10-03 17:05:11,2023-10-03 17:05:11,2026-04-03 04:33:52.517342
1406,Product_1406,FURNITURE,88516.00,2023-07-22 08:32:25,2023-07-22 08:32:25,2026-04-03 04:33:52.517342
1407,Product_1407,CLOTHING,24001.00,2023-04-10 06:30:41,2023-04-10 06:30:41,2026-04-03 04:33:52.517342
1408,Product_1408,ELECTRONICS,62160.00,2023-11-02 11:12:01,2023-11-02 11:12:01,2026-04-03 04:33:52.517342
1409,Product_1409,ELECTRONICS,60991.00,2023-09-25 10:22:00,2023-09-25 10:22:00,2026-04-03 04:33:52.517342
1410,Product_1410,ELECTRONICS,19063.00,2023-06-27 05:15:27,2023-06-27 05:15:27,2026-04-03 04:33:52.517342
1411,Product_1411,FURNITURE,12873.00,2023-03-12 06:00:52,2023-03-12 06:00:52,2026-04-03 04:33:52.517342
1412,Product_1412,FURNITURE,26574.00,2023-07-27 05:03:45,2023-07-27 05:03:45,2026-04-03 04:33:52.517342
1413,Product_1413,CLOTHING,17509.00,2023-11-29 03:32:26,2023-11-29 03:32:26,2026-04-03 04:33:52.517342
1414,Product_1414,FURNITURE,36119.00,2023-08-12 21:06:59,2023-08-12 21:06:59,2026-04-03 04:33:52.517342
1415,Product_1415,CLOTHING,52857.00,2023-10-17 06:02:02,2023-10-17 06:02:02,2026-04-03 04:33:52.517342
1416,Product_1416,ELECTRONICS,67025.00,2023-06-13 11:10:37,2023-06-13 11:10:37,2026-04-03 04:33:52.517342
1417,Product_1417,FURNITURE,83689.00,2023-09-16 11:46:48,2023-09-16 11:46:48,2026-04-03 04:33:52.517342
1418,Product_1418,FURNITURE,21690.00,2023-03-05 19:31:11,2023-03-05 19:31:11,2026-04-03 04:33:52.517342
1419,Product_1419,CLOTHING,18158.00,2023-01-07 02:44:50,2023-01-07 02:44:50,2026-04-03 04:33:52.517342
1420,Product_1420,CLOTHING,39422.00,2023-03-19 04:05:58,2023-03-19 04:05:58,2026-04-03 04:33:52.517342
1421,Product_1421,ELECTRONICS,80202.00,2023-01-07 16:58:25,2023-01-07 16:58:25,2026-04-03 04:33:52.517342
1422,Product_1422,FURNITURE,71417.00,2023-07-13 15:43:50,2023-07-13 15:43:50,2026-04-03 04:33:52.517342
1423,Product_1423,APPLIANCES,50927.00,2023-02-03 08:47:34,2023-02-03 08:47:34,2026-04-03 04:33:52.517342
1424,Product_1424,CLOTHING,36196.00,2023-10-09 01:18:15,2023-10-09 01:18:15,2026-04-03 04:33:52.517342
1425,Product_1425,ELECTRONICS,11683.00,2023-09-07 19:20:30,2023-09-07 19:20:30,2026-04-03 04:33:52.517342
1426,Product_1426,ELECTRONICS,35534.00,2023-04-22 20:40:38,2023-04-22 20:40:38,2026-04-03 04:33:52.517342
1427,Product_1427,ELECTRONICS,8853.00,2023-04-01 01:34:48,2023-04-01 01:34:48,2026-04-03 04:33:52.517342
1428,Product_1428,FURNITURE,94870.00,2023-06-08 23:14:38,2023-06-08 23:14:38,2026-04-03 04:33:52.517342
1429,Product_1429,APPLIANCES,80604.00,2023-03-19 05:01:28,2023-03-19 05:01:28,2026-04-03 04:33:52.517342
1430,Product_1430,APPLIANCES,27475.00,2023-03-28 16:19:35,2023-03-28 16:19:35,2026-04-03 04:33:52.517342
1431,Product_1431,APPLIANCES,39666.00,2023-07-04 00:17:19,2023-07-04 00:17:19,2026-04-03 04:33:52.517342
1432,Product_1432,FURNITURE,99031.00,2023-06-29 00:25:27,2023-06-29 00:25:27,2026-04-03 04:33:52.517342
1433,Product_1433,ELECTRONICS,51732.00,2023-01-05 19:40:08,2023-01-05 19:40:08,2026-04-03 04:33:52.517342
1434,Product_1434,APPLIANCES,56790.00,2023-03-01 20:43:22,2023-03-01 20:43:22,2026-04-03 04:33:52.517342
1435,Product_1435,APPLIANCES,78227.00,2023-04-12 11:49:39,2023-04-12 11:49:39,2026-04-03 04:33:52.517342
1436,Product_1436,ELECTRONICS,73937.00,2023-01-14 17:51:01,2023-01-14 17:51:01,2026-04-03 04:33:52.517342
1437,Product_1437,APPLIANCES,77919.00,2023-07-20 02:04:21,2023-07-20 02:04:21,2026-04-03 04:33:52.517342
1438,Product_1438,CLOTHING,29798.00,2023-09-18 02:24:27,2023-09-18 02:24:27,2026-04-03 04:33:52.517342
1439,Product_1439,ELECTRONICS,31553.00,2023-05-13 10:13:45,2023-05-13 10:13:45,2026-04-03 04:33:52.517342
1440,Product_1440,FURNITURE,65035.00,2023-05-20 06:50:05,2023-05-20 06:50:05,2026-04-03 04:33:52.517342
1441,Product_1441,FURNITURE,72844.00,2023-03-06 14:43:40,2023-03-06 14:43:40,2026-04-03 04:33:52.517342
1442,Product_1442,FURNITURE,31137.00,2023-10-08 14:38:24,2023-10-08 14:38:24,2026-04-03 04:33:52.517342
1443,Product_1443,CLOTHING,44158.00,2023-03-28 05:44:53,2023-03-28 05:44:53,2026-04-03 04:33:52.517342
1444,Product_1444,FURNITURE,18256.00,2023-10-12 12:25:37,2023-10-12 12:25:37,2026-04-03 04:33:52.517342
1445,Product_1445,CLOTHING,12919.00,2023-11-22 05:43:04,2023-11-22 05:43:04,2026-04-03 04:33:52.517342
1446,Product_1446,ELECTRONICS,57202.00,2023-09-05 08:12:37,2023-09-05 08:12:37,2026-04-03 04:33:52.517342
1447,Product_1447,FURNITURE,2774.00,2023-11-14 22:29:14,2023-11-14 22:29:14,2026-04-03 04:33:52.517342
1448,Product_1448,CLOTHING,21419.00,2023-04-11 00:07:00,2023-04-11 00:07:00,2026-04-03 04:33:52.517342
1449,Product_1449,APPLIANCES,66981.00,2023-09-11 16:31:01,2023-09-11 16:31:01,2026-04-03 04:33:52.517342
1450,Product_1450,APPLIANCES,2305.00,2023-08-28 18:44:34,2023-08-28 18:44:34,2026-04-03 04:33:52.517342
1451,Product_1451,ELECTRONICS,88056.00,2023-10-13 22:36:23,2023-10-13 22:36:23,2026-04-03 04:33:52.517342
1452,Product_1452,FURNITURE,43452.00,2023-06-16 23:48:11,2023-06-16 23:48:11,2026-04-03 04:33:52.517342
1453,Product_1453,FURNITURE,42480.00,2023-04-01 00:01:31,2023-04-01 00:01:31,2026-04-03 04:33:52.517342
1454,Product_1454,FURNITURE,804.00,2023-02-12 23:49:39,2023-02-12 23:49:39,2026-04-03 04:33:52.517342
1455,Product_1455,APPLIANCES,76124.00,2023-10-07 06:37:52,2023-10-07 06:37:52,2026-04-03 04:33:52.517342
1456,Product_1456,CLOTHING,32965.00,2023-06-01 23:48:57,2023-06-01 23:48:57,2026-04-03 04:33:52.517342
1457,Product_1457,APPLIANCES,81556.00,2023-04-16 12:36:40,2023-04-16 12:36:40,2026-04-03 04:33:52.517342
1458,Product_1458,ELECTRONICS,64781.00,2023-12-01 10:00:17,2023-12-01 10:00:17,2026-04-03 04:33:52.517342
1459,Product_1459,CLOTHING,75989.00,2023-10-29 08:18:04,2023-10-29 08:18:04,2026-04-03 04:33:52.517342
1460,Product_1460,CLOTHING,14905.00,2023-09-24 16:08:31,2023-09-24 16:08:31,2026-04-03 04:33:52.517342
1461,Product_1461,APPLIANCES,55086.00,2023-12-08 01:02:49,2023-12-08 01:02:49,2026-04-03 04:33:52.517342
1462,Product_1462,FURNITURE,22235.00,2023-04-10 21:24:37,2023-04-10 21:24:37,2026-04-03 04:33:52.517342
1463,Product_1463,ELECTRONICS,8814.00,2023-08-02 17:12:07,2023-08-02 17:12:07,2026-04-03 04:33:52.517342
1464,Product_1464,FURNITURE,83256.00,2023-11-27 11:02:52,2023-11-27 11:02:52,2026-04-03 04:33:52.517342
1465,Product_1465,CLOTHING,90255.00,2023-08-15 15:46:33,2023-08-15 15:46:33,2026-04-03 04:33:52.517342
1466,Product_1466,CLOTHING,64968.00,2023-07-16 14:58:36,2023-07-16 14:58:36,2026-04-03 04:33:52.517342
1467,Product_1467,ELECTRONICS,26758.00,2023-08-09 02:28:46,2023-08-09 02:28:46,2026-04-03 04:33:52.517342
1468,Product_1468,APPLIANCES,87158.00,2023-04-20 10:29:37,2023-04-20 10:29:37,2026-04-03 04:33:52.517342
1469,Product_1469,FURNITURE,66835.00,2023-06-08 08:58:23,2023-06-08 08:58:23,2026-04-03 04:33:52.517342
1470,Product_1470,FURNITURE,82596.00,2023-01-10 03:44:49,2023-01-10 03:44:49,2026-04-03 04:33:52.517342
1471,Product_1471,APPLIANCES,58867.00,2023-07-06 17:24:58,2023-07-06 17:24:58,2026-04-03 04:33:52.517342
1472,Product_1472,APPLIANCES,29600.00,2023-10-26 12:08:29,2023-10-26 12:08:29,2026-04-03 04:33:52.517342
1473,Product_1473,CLOTHING,26316.00,2023-10-04 08:52:57,2023-10-04 08:52:57,2026-04-03 04:33:52.517342
1474,Product_1474,CLOTHING,61609.00,2023-05-02 02:10:49,2023-05-02 02:10:49,2026-04-03 04:33:52.517342
1475,Product_1475,CLOTHING,14540.00,2023-05-05 11:10:37,2023-05-05 11:10:37,2026-04-03 04:33:52.517342
1476,Product_1476,FURNITURE,95058.00,2023-07-28 14:22:20,2023-07-28 14:22:20,2026-04-03 04:33:52.517342
1477,Product_1477,APPLIANCES,73132.00,2023-12-03 13:00:03,2023-12-03 13:00:03,2026-04-03 04:33:52.517342
1478,Product_1478,FURNITURE,58294.00,2023-10-10 04:52:10,2023-10-10 04:52:10,2026-04-03 04:33:52.517342
1479,Product_1479,CLOTHING,19308.00,2023-10-25 18:40:53,2023-10-25 18:40:53,2026-04-03 04:33:52.517342
1480,Product_1480,ELECTRONICS,94110.00,2023-12-04 17:14:53,2023-12-04 17:14:53,2026-04-03 04:33:52.517342
1481,Product_1481,FURNITURE,43867.00,2023-09-05 13:17:24,2023-09-05 13:17:24,2026-04-03 04:33:52.517342
1482,Product_1482,CLOTHING,5287.00,2023-04-28 12:09:09,2023-04-28 12:09:09,2026-04-03 04:33:52.517342
1483,Product_1483,APPLIANCES,65957.00,2023-09-17 18:14:25,2023-09-17 18:14:25,2026-04-03 04:33:52.517342
1484,Product_1484,CLOTHING,88128.00,2023-03-15 00:32:36,2023-03-15 00:32:36,2026-04-03 04:33:52.517342
1485,Product_1485,ELECTRONICS,89069.00,2023-03-22 14:26:22,2023-03-22 14:26:22,2026-04-03 04:33:52.517342
1486,Product_1486,ELECTRONICS,23359.00,2023-06-09 13:05:43,2023-06-09 13:05:43,2026-04-03 04:33:52.517342
1487,Product_1487,FURNITURE,44516.00,2023-06-20 04:42:33,2023-06-20 04:42:33,2026-04-03 04:33:52.517342
1488,Product_1488,CLOTHING,19658.00,2023-08-24 04:57:20,2023-08-24 04:57:20,2026-04-03 04:33:52.517342
1489,Product_1489,ELECTRONICS,87063.00,2023-04-11 17:00:08,2023-04-11 17:00:08,2026-04-03 04:33:52.517342
1490,Product_1490,FURNITURE,50667.00,2023-04-23 01:08:20,2023-04-23 01:08:20,2026-04-03 04:33:52.517342
1491,Product_1491,ELECTRONICS,21535.00,2023-05-06 17:36:41,2023-05-06 17:36:41,2026-04-03 04:33:52.517342
1492,Product_1492,FURNITURE,57406.00,2023-07-06 22:03:28,2023-07-06 22:03:28,2026-04-03 04:33:52.517342
1493,Product_1493,ELECTRONICS,70540.00,2023-11-26 12:33:59,2023-11-26 12:33:59,2026-04-03 04:33:52.517342
1494,Product_1494,APPLIANCES,9059.00,2023-12-02 04:35:34,2023-12-02 04:35:34,2026-04-03 04:33:52.517342
1495,Product_1495,FURNITURE,4999.00,2023-02-28 08:42:51,2023-02-28 08:42:51,2026-04-03 04:33:52.517342
1496,Product_1496,ELECTRONICS,10204.00,2023-01-26 13:07:31,2023-01-26 13:07:31,2026-04-03 04:33:52.517342
1497,Product_1497,APPLIANCES,75329.00,2023-07-22 11:36:11,2023-07-22 11:36:11,2026-04-03 04:33:52.517342
1498,Product_1498,APPLIANCES,61200.00,2023-03-08 20:49:40,2023-03-08 20:49:40,2026-04-03 04:33:52.517342
1499,Product_1499,CLOTHING,89063.00,2023-03-25 13:59:02,2023-03-25 13:59:02,2026-04-03 04:33:52.517342
1500,Product_1500,CLOTHING,90301.00,2023-12-14 12:17:20,2023-12-14 12:17:20,2026-04-03 04:33:52.517342
1501,Product_1501,FURNITURE,700.00,2023-02-04 17:14:18,2023-02-04 17:14:18,2026-04-03 04:33:52.517342
1502,Product_1502,ELECTRONICS,18007.00,2023-08-14 04:56:52,2023-08-14 04:56:52,2026-04-03 04:33:52.517342
1503,Product_1503,CLOTHING,72109.00,2023-12-06 15:17:03,2023-12-06 15:17:03,2026-04-03 04:33:52.517342
1504,Product_1504,ELECTRONICS,45939.00,2023-02-24 17:22:58,2023-02-24 17:22:58,2026-04-03 04:33:52.517342
1505,Product_1505,FURNITURE,29581.00,2023-07-13 18:44:12,2023-07-13 18:44:12,2026-04-03 04:33:52.517342
1506,Product_1506,FURNITURE,97643.00,2023-09-29 01:10:06,2023-09-29 01:10:06,2026-04-03 04:33:52.517342
1507,Product_1507,APPLIANCES,52638.00,2023-08-14 17:08:50,2023-08-14 17:08:50,2026-04-03 04:33:52.517342
1508,Product_1508,FURNITURE,43233.00,2023-07-14 07:06:06,2023-07-14 07:06:06,2026-04-03 04:33:52.517342
1509,Product_1509,CLOTHING,92220.00,2023-03-18 15:00:35,2023-03-18 15:00:35,2026-04-03 04:33:52.517342
1510,Product_1510,CLOTHING,71732.00,2023-06-12 05:53:03,2023-06-12 05:53:03,2026-04-03 04:33:52.517342
1511,Product_1511,CLOTHING,86717.00,2023-12-02 11:26:16,2023-12-02 11:26:16,2026-04-03 04:33:52.517342
1512,Product_1512,FURNITURE,67556.00,2023-03-04 01:33:11,2023-03-04 01:33:11,2026-04-03 04:33:52.517342
1513,Product_1513,FURNITURE,7988.00,2023-03-20 21:46:01,2023-03-20 21:46:01,2026-04-03 04:33:52.517342
1514,Product_1514,APPLIANCES,77273.00,2023-02-07 19:16:22,2023-02-07 19:16:22,2026-04-03 04:33:52.517342
1515,Product_1515,ELECTRONICS,90587.00,2023-07-01 13:46:20,2023-07-01 13:46:20,2026-04-03 04:33:52.517342
1516,Product_1516,APPLIANCES,61672.00,2023-06-05 12:19:06,2023-06-05 12:19:06,2026-04-03 04:33:52.517342
1517,Product_1517,ELECTRONICS,14522.00,2023-08-10 21:01:20,2023-08-10 21:01:20,2026-04-03 04:33:52.517342
1518,Product_1518,FURNITURE,21801.00,2023-06-25 23:59:44,2023-06-25 23:59:44,2026-04-03 04:33:52.517342
1519,Product_1519,APPLIANCES,95988.00,2023-04-17 08:23:38,2023-04-17 08:23:38,2026-04-03 04:33:52.517342
1520,Product_1520,ELECTRONICS,99014.00,2023-07-02 22:44:54,2023-07-02 22:44:54,2026-04-03 04:33:52.517342
1521,Product_1521,ELECTRONICS,37745.00,2023-07-24 14:30:22,2023-07-24 14:30:22,2026-04-03 04:33:52.517342
1522,Product_1522,ELECTRONICS,87203.00,2023-03-03 09:03:13,2023-03-03 09:03:13,2026-04-03 04:33:52.517342
1523,Product_1523,ELECTRONICS,45121.00,2023-04-29 11:57:35,2023-04-29 11:57:35,2026-04-03 04:33:52.517342
1524,Product_1524,ELECTRONICS,13907.00,2023-05-20 05:54:03,2023-05-20 05:54:03,2026-04-03 04:33:52.517342
1525,Product_1525,FURNITURE,64527.00,2023-07-16 03:24:09,2023-07-16 03:24:09,2026-04-03 04:33:52.517342
1526,Product_1526,FURNITURE,1915.00,2023-09-01 12:07:17,2023-09-01 12:07:17,2026-04-03 04:33:52.517342
1527,Product_1527,ELECTRONICS,36526.00,2023-03-08 09:24:03,2023-03-08 09:24:03,2026-04-03 04:33:52.517342
1528,Product_1528,CLOTHING,23828.00,2023-08-06 20:53:06,2023-08-06 20:53:06,2026-04-03 04:33:52.517342
1529,Product_1529,ELECTRONICS,9316.00,2023-03-24 06:32:36,2023-03-24 06:32:36,2026-04-03 04:33:52.517342
1530,Product_1530,FURNITURE,4796.00,2023-09-09 04:52:12,2023-09-09 04:52:12,2026-04-03 04:33:52.517342
1531,Product_1531,ELECTRONICS,2166.00,2023-01-07 18:37:36,2023-01-07 18:37:36,2026-04-03 04:33:52.517342
1532,Product_1532,FURNITURE,89243.00,2023-12-12 05:22:57,2023-12-12 05:22:57,2026-04-03 04:33:52.517342
1533,Product_1533,CLOTHING,32785.00,2023-04-17 03:42:03,2023-04-17 03:42:03,2026-04-03 04:33:52.517342
1534,Product_1534,FURNITURE,59132.00,2023-04-01 23:51:47,2023-04-01 23:51:47,2026-04-03 04:33:52.517342
1535,Product_1535,CLOTHING,95498.00,2023-04-12 13:05:04,2023-04-12 13:05:04,2026-04-03 04:33:52.517342
1536,Product_1536,ELECTRONICS,61310.00,2023-05-23 18:21:09,2023-05-23 18:21:09,2026-04-03 04:33:52.517342
1537,Product_1537,ELECTRONICS,64854.00,2023-04-21 00:17:40,2023-04-21 00:17:40,2026-04-03 04:33:52.517342
1538,Product_1538,ELECTRONICS,42686.00,2023-08-23 10:49:23,2023-08-23 10:49:23,2026-04-03 04:33:52.517342
1539,Product_1539,ELECTRONICS,11082.00,2023-10-12 22:16:12,2023-10-12 22:16:12,2026-04-03 04:33:52.517342
1540,Product_1540,APPLIANCES,89799.00,2023-12-19 16:26:06,2023-12-19 16:26:06,2026-04-03 04:33:52.517342
1541,Product_1541,FURNITURE,61367.00,2023-11-04 19:18:12,2023-11-04 19:18:12,2026-04-03 04:33:52.517342
1542,Product_1542,ELECTRONICS,758.00,2023-11-18 13:11:13,2023-11-18 13:11:13,2026-04-03 04:33:52.517342
1543,Product_1543,ELECTRONICS,37116.00,2023-08-22 21:53:08,2023-08-22 21:53:08,2026-04-03 04:33:52.517342
1544,Product_1544,CLOTHING,43826.00,2023-04-19 09:13:17,2023-04-19 09:13:17,2026-04-03 04:33:52.517342
1545,Product_1545,FURNITURE,92713.00,2023-05-07 07:46:10,2023-05-07 07:46:10,2026-04-03 04:33:52.517342
1546,Product_1546,FURNITURE,41472.00,2023-07-26 12:16:39,2023-07-26 12:16:39,2026-04-03 04:33:52.517342
1547,Product_1547,FURNITURE,43980.00,2023-01-27 08:43:10,2023-01-27 08:43:10,2026-04-03 04:33:52.517342
