product_id,product_name,product_category,times_ordered,total_quantity_sold,total_revenue,avg_selling_price
841,Product_841,ELECTRONICS,40,101,5687453.00,55675.425000
2403,Product_2403,APPLIANCES,47,118,5687094.00,50579.765957
2949,Product_2949,ELECTRONICS,47,114,5686306.00,52370.851064
4469,Product_4469,FURNITURE,43,111,5686217.00,51951.069767
964,Product_964,APPLIANCES,43,106,5685737.00,51411.906977
1740,Product_1740,APPLIANCES,45,112,5685676.00,52179.422222
28,Product_28,FURNITURE,43,111,5685241.00,49160.790698
2358,Product_2358,CLOTHING,39,101,5684254.00,56757.333333
3959,Product_3959,CLOTHING,42,106,5683645.00,52622.071429
717,Product_717,ELECTRONICS,44,102,5682684.00,55269.409091
1686,Product_1686,ELECTRONICS,41,102,5681347.00,54737.097561
2322,Product_2322,ELECTRONICS,47,114,5681281.00,50755.787234
3464,Product_3464,ELECTRONICS,44,108,5680275.00,51007.204545
4708,Product_4708,FURNITURE,49,118,5679601.00,49987.510204
3377,Product_3377,FURNITURE,46,105,5679105.00,50317.869565
305,Product_305,APPLIANCES,46,107,5677572.00,53097.695652
665,Product_665,CLOTHING,46,109,5677374.00,48079.934783
623,Product_623,ELECTRONICS,39,106,5677120.00,55278.102564
3264,Product_3264,CLOTHING,38,105,5675837.00,53439.868421
519,Product_519,FURNITURE,41,109,5675324.00,52483.048780
2290,Product_2290,FURNITURE,31,94,5674075.00,58459.483871
2057,Product_2057,CLOTHING,41,107,5673916.00,49821.804878
3946,Product_3946,FURNITURE,39,99,5673697.00,55909.230769
4416,Product_4416,APPLIANCES,38,106,5673670.00,53969.710526
375,Product_375,APPLIANCES,45,103,5672359.00,54479.688889
3661,Product_3661,APPLIANCES,46,129,5672337.00,46206.000000
3762,Product_3762,FURNITURE,38,98,5672276.00,58330.131579
496,Product_496,FURNITURE,46,127,5671699.00,48230.891304
2164,Product_2164,APPLIANCES,42,102,5670846.00,56510.738095
2255,Product_2255,FURNITURE,37,100,5670040.00,54574.135135
3275,Product_3275,CLOTHING,43,106,5669819.00,53071.255814
1108,Product_1108,ELECTRONICS,36,98,5669792.00,55566.138889
4747,Product_4747,ELECTRONICS,46,123,5668418.00,48897.326087
3202,Product_3202,APPLIANCES,52,134,5668376.00,39421.903846
3051,Product_3051,APPLIANCES,45,119,5668367.00,48228.155556
347,Product_347,FURNITURE,43,112,5667883.00,52854.488372
4725,Product_4725,ELECTRONICS,35,99,5667697.00,56088.142857
1475,Product_1475,CLOTHING,51,124,5667067.00,48297.666667
847,Product_847,FURNITURE,41,108,5666862.00,53587.804878
532,Product_532,FURNITURE,45,113,5666116.00,48541.244444
2993,Product_2993,ELECTRONICS,32,82,5666040.00,63619.843750
1966,Product_1966,CLOTHING,44,112,5664897.00,47275.204545
2684,Product_2684,APPLIANCES,38,99,5663594.00,56234.184211
1072,Product_1072,CLOTHING,42,108,5663439.00,51933.880952
476,Product_476,ELECTRONICS,41,109,5662373.00,52981.268293
1716,Product_1716,CLOTHING,43,104,5662347.00,55251.348837
2779,Product_2779,ELECTRONICS,40,104,5661918.00,56554.675000
933,Product_933,CLOTHING,39,104,5661515.00,55154.000000
227,Product_227,APPLIANCES,40,106,5661140.00,51745.125000
1678,Product_1678,FURNITURE,43,115,5659424.00,47898.209302
4002,Product_4002,APPLIANCES,42,109,5659175.00,55382.500000
266,Product_266,ELECTRONICS,46,111,5658902.00,48735.869565
4407,Product_4407,APPLIANCES,42,105,5658373.00,55182.809524
1627,Product_1627,ELECTRONICS,49,117,5658322.00,50033.061224
301,Product_301,APPLIANCES,40,91,5657491.00,63894.725000
4933,Product_4933,APPLIANCES,48,122,5656985.00,48523.916667
4301,Product_4301,CLOTHING,46,111,5656873.00,53528.782609
3925,Product_3925,APPLIANCES,53,138,5656625.00,43525.113208
3929,Product_3929,APPLIANCES,48,113,5656533.00,45822.604167
1501,Product_1501,FURNITURE,41,103,5656527.00,54581.512195
1823,Product_1823,CLOTHING,54,147,5655028.00,41756.722222
1586,Product_1586,CLOTHING,43,116,5654779.00,50486.069767
4919,Product_4919,ELECTRONICS,43,112,5654399.00,52366.930233
3883,Product_3883,ELECTRONICS,47,127,5653203.00,45979.319149
1976,Product_1976,ELECTRONICS,45,118,5652164.00,46589.866667
4385,Product_4385,FURNITURE,49,110,5652097.00,49656.040816
4228,Product_4228,ELECTRONICS,46,113,5651948.00,49864.478261
4914,Product_4914,FURNITURE,45,119,5651005.00,48540.333333
3172,Product_3172,CLOTHING,44,117,5650839.00,47140.727273
4433,Product_4433,CLOTHING,46,113,5650259.00,48709.913043
4845,Product_4845,ELECTRONICS,38,102,5649961.00,52988.921053
942,Product_942,ELECTRONICS,47,119,5648454.00,43424.914894
3835,Product_3835,FURNITURE,46,109,5648060.00,53202.239130
3810,Product_3810,APPLIANCES,45,110,5647930.00,51117.066667
1114,Product_1114,CLOTHING,47,109,5646292.00,55933.574468
1502,Product_1502,ELECTRONICS,44,116,5645585.00,51261.931818
1717,Product_1717,CLOTHING,43,113,5644745.00,49056.093023
2165,Product_2165,APPLIANCES,42,112,5644374.00,47154.142857
4850,Product_4850,FURNITURE,43,111,5644030.00,53838.325581
4796,Product_4796,ELECTRONICS,43,99,5642313.00,58766.604651
3881,Product_3881,ELECTRONICS,40,119,5641214.00,45748.200000
4527,Product_4527,CLOTHING,40,96,5641173.00,56670.450000
2222,Product_2222,APPLIANCES,43,119,5640563.00,46285.418605
687,Product_687,ELECTRONICS,42,111,5640208.00,48222.309524
863,Product_863,ELECTRONICS,41,101,5639423.00,55337.780488
1439,Product_1439,ELECTRONICS,45,119,5638578.00,48623.244444
934,Product_934,APPLIANCES,40,102,5638111.00,54651.125000
276,Product_276,APPLIANCES,46,106,5637968.00,52177.086957
4665,Product_4665,CLOTHING,47,106,5637598.00,51737.808511
2877,Product_2877,CLOTHING,45,121,5636820.00,48168.111111
4399,Product_4399,FURNITURE,42,101,5635901.00,57267.119048
2527,Product_2527,APPLIANCES,47,111,5634514.00,49052.574468
2802,Product_2802,ELECTRONICS,52,123,5634198.00,46332.096154
718,Product_718,CLOTHING,39,102,5630881.00,54906.538462
251,Product_251,FURNITURE,42,114,5629483.00,48387.333333
2717,Product_2717,CLOTHING,43,113,5626893.00,45717.860465
3489,Product_3489,ELECTRONICS,47,117,5626659.00,50140.595745
3284,Product_3284,CLOTHING,40,98,5625445.00,55665.100000
4129,Product_4129,FURNITURE,42,119,5625008.00,48011.880952
2563,Product_2563,CLOTHING,42,111,5624519.00,50750.380952
2865,Product_2865,ELECTRONICS,44,111,5624434.00,49931.022727
1650,Product_1650,APPLIANCES,43,107,5619769.00,52844.418605
3518,Product_3518,ELECTRONICS,39,104,5619339.00,55953.871795
1183,Product_1183,APPLIANCES,48,104,5619006.00,50882.208333
1004,Product_1004,APPLIANCES,38,97,5618492.00,57073.736842
4745,Product_4745,APPLIANCES,43,112,5616762.00,49578.209302
573,Product_573,APPLIANCES,42,108,5616041.00,50253.571429
482,Product_482,ELECTRONICS,40,98,5615731.00,54194.300000
4973,Product_4973,CLOTHING,45,113,5615549.00,49081.044444
4152,Product_4152,APPLIANCES,40,92,5615378.00,59260.550000
1102,Product_1102,APPLIANCES,40,111,5615317.00,52240.550000
381,Product_381,CLOTHING,42,103,5613882.00,52609.571429
1917,Product_1917,CLOTHING,40,111,5613623.00,50627.550000
2408,Product_2408,APPLIANCES,41,102,5613618.00,55251.512195
3719,Product_3719,APPLIANCES,42,102,5613151.00,55149.071429
1129,Product_1129,CLOTHING,42,108,5613004.00,51360.285714
244,Product_244,FURNITURE,44,107,5611982.00,52806.886364
352,Product_352,CLOTHING,42,116,5611664.00,50166.309524
307,Product_307,CLOTHING,42,110,5611589.00,50438.309524
19,Product_19,APPLIANCES,46,119,5610731.00,49363.065217
1000,Product_1000,APPLIANCES,41,102,5610696.00,58036.829268
4089,Product_4089,CLOTHING,38,99,5610361.00,57823.578947
4448,Product_4448,FURNITURE,47,118,5610057.00,46386.851064
1298,Product_1298,APPLIANCES,40,99,5608793.00,55200.275000
3358,Product_3358,APPLIANCES,44,108,5607866.00,51711.181818
637,Product_637,FURNITURE,41,108,5607062.00,50553.317073
3665,Product_3665,CLOTHING,43,120,5605893.00,46134.069767
2891,Product_2891,ELECTRONICS,39,105,5605737.00,53716.717949
4439,Product_4439,FURNITURE,46,108,5605698.00,52550.260870
1429,Product_1429,APPLIANCES,41,105,5605649.00,50224.219512
4287,Product_4287,ELECTRONICS,47,114,5605476.00,49212.148936
15,Product_15,CLOTHING,44,115,5604793.00,49315.795455
2416,Product_2416,APPLIANCES,39,102,5604312.00,53991.025641
745,Product_745,CLOTHING,45,117,5603634.00,48955.622222
1816,Product_1816,FURNITURE,43,103,5602776.00,51119.906977
4880,Product_4880,APPLIANCES,43,118,5602646.00,46555.465116
3580,Product_3580,ELECTRONICS,48,106,5602273.00,53612.854167
4831,Product_4831,FURNITURE,40,107,5601917.00,52960.250000
1221,Product_1221,ELECTRONICS,49,122,5601136.00,45370.428571
3424,Product_3424,FURNITURE,41,104,5600957.00,53818.975610
1989,Product_1989,ELECTRONICS,39,99,5600524.00,56067.000000
1085,Product_1085,CLOTHING,40,94,5600081.00,60534.425000
4370,Product_4370,APPLIANCES,40,108,5599890.00,54223.925000
1401,Product_1401,CLOTHING,39,99,5596956.00,52926.846154
1423,Product_1423,APPLIANCES,48,118,5596566.00,48150.270833
4558,Product_4558,FURNITURE,41,102,5596274.00,55832.146341
4950,Product_4950,APPLIANCES,45,101,5595921.00,57882.400000
2502,Product_2502,FURNITURE,42,114,5595781.00,47787.190476
390,Product_390,ELECTRONICS,39,96,5594342.00,54507.128205
2304,Product_2304,CLOTHING,40,108,5594312.00,51153.475000
3553,Product_3553,CLOTHING,42,109,5594138.00,51078.357143
3412,Product_3412,ELECTRONICS,42,105,5593492.00,54181.452381
2988,Product_2988,ELECTRONICS,41,111,5592274.00,49659.292683
3921,Product_3921,CLOTHING,45,108,5591688.00,48017.577778
2909,Product_2909,FURNITURE,41,104,5591635.00,49926.756098
3797,Product_3797,FURNITURE,44,102,5590875.00,51606.840909
4293,Product_4293,FURNITURE,48,121,5589702.00,46633.208333
3708,Product_3708,ELECTRONICS,40,106,5589164.00,53605.475000
4229,Product_4229,CLOTHING,40,105,5587821.00,51629.475000
2868,Product_2868,FURNITURE,45,115,5586583.00,48498.244444
3239,Product_3239,ELECTRONICS,50,131,5584900.00,43078.660000
1323,Product_1323,ELECTRONICS,43,96,5584577.00,56672.046512
2609,Product_2609,FURNITURE,37,98,5584526.00,54906.918919
22,Product_22,CLOTHING,38,102,5583807.00,56796.605263
3260,Product_3260,FURNITURE,42,108,5583459.00,51388.642857
3145,Product_3145,CLOTHING,40,97,5583353.00,54766.175000
973,Product_973,CLOTHING,42,103,5582804.00,57601.928571
2294,Product_2294,FURNITURE,50,110,5580139.00,50008.080000
1671,Product_1671,CLOTHING,43,100,5579371.00,54230.697674
4418,Product_4418,CLOTHING,40,106,5579351.00,48373.600000
1621,Product_1621,APPLIANCES,45,116,5579281.00,48134.088889
880,Product_880,ELECTRONICS,45,105,5578409.00,56078.311111
4898,Product_4898,ELECTRONICS,44,111,5577457.00,51810.022727
1622,Product_1622,FURNITURE,36,94,5576703.00,57684.027778
3584,Product_3584,ELECTRONICS,41,104,5576553.00,49908.707317
2511,Product_2511,ELECTRONICS,43,104,5576161.00,54141.279070
29,Product_29,FURNITURE,43,106,5576139.00,56080.395349
1460,Product_1460,CLOTHING,46,121,5575264.00,47103.413043
1225,Product_1225,APPLIANCES,49,122,5571926.00,45407.897959
755,Product_755,CLOTHING,45,115,5571837.00,49533.666667
3633,Product_3633,ELECTRONICS,49,119,5571138.00,46993.959184
2169,Product_2169,ELECTRONICS,44,111,5570514.00,50987.500000
4327,Product_4327,FURNITURE,39,101,5569376.00,58285.333333
1608,Product_1608,CLOTHING,40,93,5568893.00,56326.175000
2886,Product_2886,CLOTHING,44,104,5568487.00,51893.068182
3367,Product_3367,FURNITURE,46,116,5567051.00,46664.152174
4535,Product_4535,FURNITURE,48,122,5566865.00,45336.816327
4752,Product_4752,ELECTRONICS,36,86,5566807.00,64009.916667
4925,Product_4925,ELECTRONICS,40,104,5566501.00,52505.375000
85,Product_85,FURNITURE,45,104,5566041.00,51658.377778
1863,Product_1863,ELECTRONICS,35,92,5564901.00,56114.142857
2603,Product_2603,CLOTHING,40,104,5564787.00,52273.175000
183,Product_183,FURNITURE,43,112,5563622.00,50157.046512
2152,Product_2152,FURNITURE,43,105,5563499.00,54393.767442
3396,Product_3396,FURNITURE,40,104,5562076.00,54348.900000
2590,Product_2590,APPLIANCES,44,118,5561949.00,48088.295455
563,Product_563,ELECTRONICS,40,101,5560635.00,58771.825000
1812,Product_1812,ELECTRONICS,42,108,5560222.00,53660.547619
676,Product_676,ELECTRONICS,40,101,5559832.00,54004.250000
1954,Product_1954,ELECTRONICS,42,109,5559558.00,51127.285714
4330,Product_4330,ELECTRONICS,43,105,5559411.00,52545.372093
1906,Product_1906,ELECTRONICS,42,112,5559207.00,48556.690476
491,Product_491,APPLIANCES,45,101,5559170.00,52204.822222
100,Product_100,APPLIANCES,41,101,5558637.00,52139.487805
2073,Product_2073,APPLIANCES,44,105,5558575.00,52501.159091
3837,Product_3837,ELECTRONICS,39,105,5558337.00,52966.974359
3268,Product_3268,FURNITURE,45,107,5558095.00,49257.933333
3628,Product_3628,APPLIANCES,47,111,5557929.00,48666.234043
3283,Product_3283,APPLIANCES,47,116,5557913.00,49428.340426
3571,Product_3571,APPLIANCES,44,111,5556266.00,50325.000000
240,Product_240,APPLIANCES,45,106,5555821.00,52321.622222
2688,Product_2688,ELECTRONICS,43,112,5555535.00,49547.720930
1064,Product_1064,ELECTRONICS,43,93,5555523.00,59384.069767
4892,Product_4892,APPLIANCES,40,97,5554425.00,58176.425000
1316,Product_1316,APPLIANCES,45,109,5553855.00,51858.200000
2430,Product_2430,ELECTRONICS,46,99,5553430.00,55739.347826
2586,Product_2586,FURNITURE,44,102,5553165.00,54026.590909
4428,Product_4428,ELECTRONICS,44,97,5552975.00,54658.045455
4045,Product_4045,CLOTHING,39,104,5552264.00,52006.435897
3975,Product_3975,FURNITURE,51,113,5551312.00,47931.803922
1461,Product_1461,APPLIANCES,43,107,5550850.00,53119.348837
1150,Product_1150,FURNITURE,41,101,5550034.00,53856.024390
4580,Product_4580,ELECTRONICS,47,111,5549241.00,51246.893617
2538,Product_2538,CLOTHING,42,110,5549086.00,49650.476190
721,Product_721,CLOTHING,40,105,5549052.00,52808.575000
2043,Product_2043,FURNITURE,50,129,5548043.00,47102.200000
1652,Product_1652,ELECTRONICS,39,99,5547719.00,52282.102564
3231,Product_3231,APPLIANCES,43,109,5547194.00,49924.186047
91,Product_91,FURNITURE,43,117,5546532.00,47089.813953
3467,Product_3467,CLOTHING,43,103,5546240.00,51082.418605
2937,Product_2937,CLOTHING,49,132,5546198.00,43225.755102
4454,Product_4454,ELECTRONICS,33,90,5545690.00,60333.727273
1724,Product_1724,ELECTRONICS,49,122,5545436.00,47063.244898
3993,Product_3993,ELECTRONICS,46,110,5545436.00,48866.065217
2171,Product_2171,ELECTRONICS,39,117,5544690.00,47586.923077
2417,Product_2417,FURNITURE,42,117,5543719.00,45906.928571
1082,Product_1082,FURNITURE,48,125,5542488.00,47154.020833
1830,Product_1830,APPLIANCES,39,95,5541226.00,57915.076923
398,Product_398,ELECTRONICS,36,102,5540820.00,52394.388889
2132,Product_2132,CLOTHING,40,96,5540788.00,54592.800000
4373,Product_4373,APPLIANCES,43,109,5540691.00,48357.069767
3659,Product_3659,CLOTHING,41,100,5540114.00,52930.243902
3595,Product_3595,CLOTHING,47,109,5540082.00,51322.446809
1551,Product_1551,APPLIANCES,38,98,5539510.00,58995.815789
1216,Product_1216,CLOTHING,42,101,5539325.00,53511.595238
1552,Product_1552,CLOTHING,42,112,5538751.00,46381.214286
2393,Product_2393,CLOTHING,39,102,5538346.00,55018.871795
2790,Product_2790,ELECTRONICS,46,119,5537975.00,48574.086957
405,Product_405,CLOTHING,37,106,5537717.00,52691.000000
2020,Product_2020,ELECTRONICS,42,115,5537342.00,46903.785714
18,Product_18,CLOTHING,47,134,5537015.00,40154.404255
2054,Product_2054,CLOTHING,46,127,5535369.00,44755.934783
1578,Product_1578,ELECTRONICS,48,120,5533544.00,48301.416667
1516,Product_1516,APPLIANCES,38,101,5532892.00,51762.973684
224,Product_224,ELECTRONICS,42,104,5531851.00,54664.000000
2340,Product_2340,ELECTRONICS,42,112,5531731.00,49023.047619
4529,Product_4529,CLOTHING,41,113,5530875.00,49895.756098
1046,Product_1046,ELECTRONICS,50,119,5530772.00,46919.860000
4518,Product_4518,ELECTRONICS,40,105,5530283.00,51674.375000
1860,Product_1860,FURNITURE,40,113,5529601.00,51005.000000
1609,Product_1609,APPLIANCES,46,112,5528160.00,50238.521739
2353,Product_2353,APPLIANCES,47,110,5526636.00,52233.361702
799,Product_799,APPLIANCES,46,112,5525642.00,50038.586957
4376,Product_4376,CLOTHING,42,114,5524731.00,48301.309524
1958,Product_1958,APPLIANCES,40,100,5524643.00,54718.625000
3989,Product_3989,FURNITURE,39,105,5524579.00,50252.461538
2156,Product_2156,FURNITURE,40,102,5523605.00,54943.425000
656,Product_656,APPLIANCES,38,103,5522679.00,54486.552632
1206,Product_1206,CLOTHING,47,120,5522158.00,46107.595745
4970,Product_4970,APPLIANCES,44,107,5521699.00,51157.568182
2443,Product_2443,FURNITURE,38,93,5521337.00,59692.026316
2519,Product_2519,APPLIANCES,44,108,5520387.00,49045.181818
4579,Product_4579,FURNITURE,45,112,5517421.00,47168.044444
3061,Product_3061,CLOTHING,38,89,5515331.00,60745.743590
2760,Product_2760,CLOTHING,45,116,5514942.00,45781.022222
1804,Product_1804,CLOTHING,52,117,5513761.00,47074.384615
1708,Product_1708,FURNITURE,42,99,5513733.00,53845.928571
2230,Product_2230,CLOTHING,40,106,5513319.00,51839.350000
3049,Product_3049,ELECTRONICS,39,97,5513090.00,56233.641026
3682,Product_3682,CLOTHING,46,110,5512621.00,50102.978261
4357,Product_4357,APPLIANCES,37,98,5511349.00,55100.837838
3200,Product_3200,FURNITURE,42,104,5510403.00,52409.285714
1047,Product_1047,ELECTRONICS,45,107,5510357.00,49168.311111
4632,Product_4632,CLOTHING,40,96,5508768.00,57065.900000
998,Product_998,CLOTHING,50,136,5508382.00,41965.480000
3184,Product_3184,APPLIANCES,41,99,5506939.00,56320.829268
4351,Product_4351,FURNITURE,39,109,5506507.00,48263.615385
2434,Product_2434,APPLIANCES,50,111,5505522.00,51285.380000
3400,Product_3400,APPLIANCES,48,116,5505336.00,47337.625000
4455,Product_4455,APPLIANCES,41,106,5504722.00,52820.731707
2952,Product_2952,APPLIANCES,38,94,5504113.00,57679.052632
2279,Product_2279,ELECTRONICS,36,95,5504091.00,56081.194444
3741,Product_3741,CLOTHING,42,102,5503727.00,51634.833333
189,Product_189,FURNITURE,45,112,5502782.00,51297.177778
2435,Product_2435,FURNITURE,39,100,5502497.00,54235.102564
596,Product_596,APPLIANCES,38,97,5502363.00,54488.500000
1476,Product_1476,FURNITURE,45,100,5502240.00,55852.577778
124,Product_124,CLOTHING,46,112,5501238.00,51462.891304
4538,Product_4538,APPLIANCES,40,95,5501157.00,55278.125000
3532,Product_3532,FURNITURE,45,113,5500797.00,47689.400000
2809,Product_2809,FURNITURE,33,87,5499619.00,59641.818182
2651,Product_2651,ELECTRONICS,41,110,5498660.00,49707.195122
3560,Product_3560,APPLIANCES,45,116,5497172.00,47347.622222
1902,Product_1902,ELECTRONICS,39,100,5496739.00,51565.256410
534,Product_534,APPLIANCES,37,99,5495617.00,57631.405405
4610,Product_4610,APPLIANCES,43,113,5494826.00,49245.279070
2431,Product_2431,ELECTRONICS,39,98,5493460.00,55668.358974
790,Product_790,CLOTHING,44,108,5493352.00,49071.159091
60,Product_60,ELECTRONICS,40,104,5491899.00,51443.875000
2672,Product_2672,ELECTRONICS,47,107,5491874.00,54330.680851
3224,Product_3224,ELECTRONICS,43,107,5491258.00,51141.372093
1061,Product_1061,APPLIANCES,45,115,5490003.00,45754.844444
4164,Product_4164,ELECTRONICS,34,91,5489603.00,58559.058824
1139,Product_1139,FURNITURE,45,106,5487561.00,50285.000000
1407,Product_1407,CLOTHING,46,115,5487298.00,47074.413043
2968,Product_2968,APPLIANCES,42,111,5486906.00,50313.285714
809,Product_809,FURNITURE,44,116,5486640.00,48297.931818
4378,Product_4378,APPLIANCES,47,109,5486367.00,53842.659574
3298,Product_3298,FURNITURE,37,100,5485905.00,56685.972973
2131,Product_2131,ELECTRONICS,44,106,5485327.00,50310.386364
4029,Product_4029,APPLIANCES,47,105,5485092.00,49523.106383
3348,Product_3348,FURNITURE,45,112,5482678.00,47265.400000
2094,Product_2094,ELECTRONICS,34,90,5482264.00,55995.058824
540,Product_540,APPLIANCES,42,111,5482216.00,49546.023810
3213,Product_3213,CLOTHING,43,116,5481879.00,45514.232558
177,Product_177,FURNITURE,41,104,5481773.00,51251.390244
4133,Product_4133,FURNITURE,41,108,5481650.00,50700.658537
2698,Product_2698,ELECTRONICS,41,104,5480689.00,51836.585366
1271,Product_1271,FURNITURE,42,112,5480003.00,51670.976190
3947,Product_3947,APPLIANCES,47,116,5479736.00,48098.234043
1380,Product_1380,ELECTRONICS,43,101,5479702.00,53373.976744
4772,Product_4772,ELECTRONICS,41,114,5479446.00,49534.682927
4449,Product_4449,APPLIANCES,40,106,5479071.00,47690.725000
2320,Product_2320,ELECTRONICS,43,103,5478994.00,50042.953488
908,Product_908,ELECTRONICS,48,115,5478783.00,48954.416667
3845,Product_3845,APPLIANCES,43,100,5477652.00,51165.860465
2204,Product_2204,CLOTHING,45,108,5477463.00,52253.866667
4009,Product_4009,ELECTRONICS,47,136,5476575.00,42458.191489
2337,Product_2337,FURNITURE,48,118,5475889.00,46296.020833
702,Product_702,ELECTRONICS,40,99,5475856.00,56625.375000
4550,Product_4550,ELECTRONICS,41,106,5475407.00,53283.024390
4697,Product_4697,APPLIANCES,38,97,5475290.00,53641.842105
874,Product_874,FURNITURE,42,108,5474722.00,53174.714286
2263,Product_2263,CLOTHING,43,107,5474550.00,48600.860465
620,Product_620,APPLIANCES,44,117,5474494.00,46793.272727
4824,Product_4824,APPLIANCES,39,106,5471858.00,49677.333333
1624,Product_1624,CLOTHING,43,105,5471546.00,47734.813953
2389,Product_2389,FURNITURE,32,90,5470567.00,62132.593750
4625,Product_4625,FURNITURE,45,100,5470125.00,56259.555556
4298,Product_4298,FURNITURE,39,107,5469253.00,51530.358974
852,Product_852,APPLIANCES,43,107,5469209.00,52067.023256
976,Product_976,ELECTRONICS,43,103,5469123.00,53241.093023
2781,Product_2781,CLOTHING,39,106,5468157.00,52759.230769
2355,Product_2355,ELECTRONICS,42,112,5468056.00,51987.619048
4377,Product_4377,APPLIANCES,44,109,5467241.00,48995.704545
1950,Product_1950,CLOTHING,35,105,5466568.00,51872.428571
3135,Product_3135,ELECTRONICS,45,108,5466455.00,50976.133333
2301,Product_2301,ELECTRONICS,34,88,5466300.00,60209.852941
1148,Product_1148,APPLIANCES,36,91,5466053.00,58170.222222
3047,Product_3047,ELECTRONICS,44,108,5465615.00,49515.704545
3701,Product_3701,FURNITURE,44,99,5465238.00,52433.363636
4322,Product_4322,APPLIANCES,45,119,5463246.00,45133.044444
3173,Product_3173,FURNITURE,43,123,5462601.00,44420.883721
805,Product_805,CLOTHING,49,117,5462558.00,45539.938776
1456,Product_1456,CLOTHING,39,106,5461098.00,50227.871795
3237,Product_3237,CLOTHING,42,105,5460721.00,47487.190476
545,Product_545,APPLIANCES,47,121,5458939.00,42672.744681
3587,Product_3587,CLOTHING,42,100,5458542.00,53835.500000
954,Product_954,APPLIANCES,40,103,5458335.00,52897.425000
2599,Product_2599,ELECTRONICS,35,92,5458312.00,56436.285714
3557,Product_3557,ELECTRONICS,40,108,5457291.00,49873.100000
4936,Product_4936,FURNITURE,45,111,5456949.00,47220.911111
3556,Product_3556,FURNITURE,41,97,5456937.00,52685.121951
867,Product_867,CLOTHING,45,110,5456492.00,48853.955556
3856,Product_3856,ELECTRONICS,50,120,5456281.00,47926.500000
394,Product_394,FURNITURE,40,109,5456039.00,47586.375000
4832,Product_4832,ELECTRONICS,41,111,5455943.00,51021.048780
351,Product_351,APPLIANCES,34,89,5454893.00,62842.911765
2432,Product_2432,FURNITURE,39,103,5454520.00,49015.000000
2033,Product_2033,ELECTRONICS,41,117,5454113.00,48995.804878
1529,Product_1529,ELECTRONICS,44,115,5454010.00,50817.363636
4739,Product_4739,FURNITURE,41,100,5453258.00,52422.463415
1110,Product_1110,FURNITURE,41,101,5453195.00,54049.317073
936,Product_936,APPLIANCES,50,119,5452464.00,47645.800000
884,Product_884,FURNITURE,44,105,5452433.00,54642.727273
4424,Product_4424,ELECTRONICS,44,101,5451891.00,52906.727273
4463,Product_4463,CLOTHING,40,104,5451314.00,50923.750000
2867,Product_2867,CLOTHING,46,103,5450785.00,53475.891304
2188,Product_2188,CLOTHING,48,114,5450115.00,44402.791667
2095,Product_2095,CLOTHING,48,114,5449923.00,45087.729167
4787,Product_4787,FURNITURE,46,113,5449298.00,45583.304348
4366,Product_4366,CLOTHING,49,115,5448315.00,45015.632653
630,Product_630,FURNITURE,43,103,5448287.00,53466.860465
1362,Product_1362,CLOTHING,42,101,5448243.00,52996.119048
1881,Product_1881,FURNITURE,45,112,5445699.00,47891.044444
27,Product_27,CLOTHING,40,104,5445423.00,55587.175000
1620,Product_1620,ELECTRONICS,45,105,5445306.00,50231.755556
1099,Product_1099,APPLIANCES,37,101,5444089.00,58348.405405
2799,Product_2799,FURNITURE,40,95,5443987.00,51486.525000
4764,Product_4764,CLOTHING,43,103,5443521.00,50584.511628
2829,Product_2829,ELECTRONICS,44,106,5443061.00,52244.772727
77,Product_77,APPLIANCES,42,107,5440880.00,53348.547619
922,Product_922,ELECTRONICS,45,113,5439711.00,46311.666667
433,Product_433,APPLIANCES,39,100,5438232.00,55455.794872
198,Product_198,CLOTHING,44,114,5437634.00,48825.000000
4683,Product_4683,FURNITURE,49,116,5436441.00,45587.448980
2850,Product_2850,APPLIANCES,50,124,5435702.00,45747.000000
1941,Product_1941,FURNITURE,39,97,5435113.00,58073.128205
729,Product_729,APPLIANCES,42,110,5434802.00,51571.571429
3285,Product_3285,ELECTRONICS,47,114,5434342.00,46628.638298
3274,Product_3274,CLOTHING,47,109,5434335.00,51068.255319
981,Product_981,CLOTHING,53,133,5434237.00,43118.660377
163,Product_163,ELECTRONICS,38,93,5433230.00,57098.000000
2288,Product_2288,APPLIANCES,36,99,5433192.00,52339.555556
384,Product_384,FURNITURE,45,116,5431059.00,46715.577778
306,Product_306,ELECTRONICS,43,102,5430247.00,57492.976744
3578,Product_3578,CLOTHING,37,97,5429452.00,52951.243243
1932,Product_1932,CLOTHING,41,97,5428037.00,53022.707317
2995,Product_2995,APPLIANCES,44,105,5427755.00,50754.931818
3185,Product_3185,CLOTHING,40,101,5427366.00,50600.850000
2120,Product_2120,FURNITURE,38,94,5426213.00,57218.657895
376,Product_376,FURNITURE,47,114,5425108.00,48907.787234
3043,Product_3043,ELECTRONICS,43,115,5424590.00,47512.534884
1536,Product_1536,ELECTRONICS,31,80,5424059.00,64866.387097
2869,Product_2869,CLOTHING,48,121,5423234.00,46124.604167
4675,Product_4675,CLOTHING,32,98,5422259.00,53623.272727
1147,Product_1147,CLOTHING,39,103,5422247.00,54448.589744
4840,Product_4840,CLOTHING,43,99,5421784.00,56821.837209
1964,Product_1964,CLOTHING,47,122,5421508.00,46076.553191
4966,Product_4966,APPLIANCES,37,92,5421167.00,57279.729730
807,Product_807,APPLIANCES,42,99,5420972.00,54873.880952
